query,sql,,,,,
Calculate the 60-day volatility (standard deviation) of PG's daily returns in the period from 2022-12-22 to 2023-06-09.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'PG' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-12-22' AND '2023-06-09';",,,,,
What was the 50-day rolling average of the volume price for MSFT between 2023-08-14 and 2023-12-29?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'MSFT' AND date BETWEEN '2023-08-14' AND '2023-12-29';",,,,,
Calculate the 30-day volatility (standard deviation) of KO's daily returns in the period from 2024-10-26 to 2025-02-04.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'KO' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2024-10-26' AND '2025-02-04';",,,,,
Calculate the 30-day volatility (standard deviation) of META's daily returns in the period from 2022-11-04 to 2023-08-30.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'META' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-11-04' AND '2023-08-30';",,,,,
What was the 100-day rolling average of the adj_close price for MSFT between 2023-08-22 and 2024-06-03?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'MSFT' AND date BETWEEN '2023-08-22' AND '2024-06-03';",,,,,
Find the date and the largest price range (high - low) for META in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'META' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 50-day rolling average of the adj_close price for MSFT between 2023-09-03 and 2023-12-11?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'MSFT' AND date BETWEEN '2023-09-03' AND '2023-12-11';",,,,,
Find the longest consecutive streak of down days for AMZN in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'AMZN' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for KO in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of up days for GOOGL in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'GOOGL' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for MSFT in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 50-day rolling average of the volume price for META between 2024-09-13 and 2025-06-21?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'META' AND date BETWEEN '2024-09-13' AND '2025-06-21';",,,,,
Calculate the 90-day volatility (standard deviation) of MSFT's daily returns in the period from 2023-11-06 to 2024-03-15.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'MSFT' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2023-11-06' AND '2024-03-15';",,,,,
Find the date and the largest price range (high - low) for MSFT in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for META in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'META' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for NFLX in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'NFLX' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of up days for MSFT in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'MSFT' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 100-day rolling average of the adj_close price for PG between 2024-08-14 and 2025-08-01?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'PG' AND date BETWEEN '2024-08-14' AND '2025-08-01';",,,,,
Calculate the 30-day volatility (standard deviation) of PG's daily returns in the period from 2024-07-12 to 2025-01-09.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'PG' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 29 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2024-07-12' AND '2025-01-09';",,,,,
Find the longest consecutive streak of down days for AAPL in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'AAPL' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 20-day rolling average of the volume price for AMZN between 2024-07-02 and 2024-12-28?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AMZN' AND date BETWEEN '2024-07-02' AND '2024-12-28';",,,,,
Find the longest consecutive streak of down days for NVDA in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'NVDA' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 20-day rolling average of the adj_close price for NFLX between 2023-08-11 and 2024-04-18?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date BETWEEN '2023-08-11' AND '2024-04-18';",,,,,
Find the longest consecutive streak of up days for PG in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'PG' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the longest consecutive streak of down days for PG in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'PG' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
What was the 50-day rolling average of the volume price for KO between 2024-10-16 and 2025-09-05?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'KO' AND date BETWEEN '2024-10-16' AND '2025-09-05';",,,,,
Find the longest consecutive streak of up days for AMZN in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'AMZN' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Calculate the 90-day volatility (standard deviation) of AAPL's daily returns in the period from 2022-06-27 to 2023-06-19.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'AAPL' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-06-27' AND '2023-06-19';",,,,,
Find the date and the largest price range (high - low) for TSLA in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 100-day rolling average of the close price for TSLA between 2023-05-11 and 2023-09-26?,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'TSLA' AND date BETWEEN '2023-05-11' AND '2023-09-26';",,,,,
What was the 20-day rolling average of the adj_close price for AMZN between 2022-05-05 and 2022-10-23?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AMZN' AND date BETWEEN '2022-05-05' AND '2022-10-23';",,,,,
Calculate the 60-day volatility (standard deviation) of MSFT's daily returns in the period from 2022-02-22 to 2023-02-12.,"WITH daily_returns AS (     SELECT         date,         (close - LAG(close, 1) OVER (ORDER BY date)) / LAG(close, 1) OVER (ORDER BY date) AS daily_return     FROM stocks     WHERE symbol = 'MSFT' ) SELECT     date,     STDEV(daily_return) OVER (ORDER BY date ROWS BETWEEN 59 PRECEDING AND CURRENT ROW) AS volatility FROM daily_returns WHERE date BETWEEN '2022-02-22' AND '2023-02-12';",,,,,
What was the 100-day rolling average of the volume price for NVDA between 2023-04-12 and 2023-12-10?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NVDA' AND date BETWEEN '2023-04-12' AND '2023-12-10';",,,,,
What was the 50-day rolling average of the adj_close price for GOOGL between 2022-05-25 and 2022-11-08?,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'GOOGL' AND date BETWEEN '2022-05-25' AND '2022-11-08';",,,,,
Find the longest consecutive streak of down days for META in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close < LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'META' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for V in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
Find the longest consecutive streak of up days for JPM in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'JPM' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
Find the date and the largest price range (high - low) for KO in the last year.,"SELECT date, (high - low) as price_range FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days') ORDER BY price_range DESC LIMIT 1;",,,,,
What was the 20-day rolling average of the volume price for AMZN between 2024-11-03 and 2025-03-16?,"SELECT date, AVG(volume) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AMZN' AND date BETWEEN '2024-11-03' AND '2025-03-16';",,,,,
Find the longest consecutive streak of up days for META in the last year.,"WITH daily_change AS (     SELECT         date,         CASE WHEN close > LAG(close, 1) OVER (ORDER BY date) THEN 1 ELSE 0 END as is_correct_move     FROM stocks     WHERE symbol = 'META' ), grouped_streaks AS (     SELECT         date,         is_correct_move,         ROW_NUMBER() OVER(ORDER BY date) - ROW_NUMBER() OVER(PARTITION BY is_correct_move ORDER BY date) as group_id     FROM daily_change ) SELECT COUNT(*) AS streak_length FROM grouped_streaks WHERE is_correct_move = 1 GROUP BY group_id ORDER BY streak_length DESC LIMIT 1;",,,,,
